Country,geonum,gender,age_collapsed,count,pweight,state
US,47,Female,45-54,451903,0.00178044106634009,TN
US,47,Female,55-64,467104,0.0018403310972746837,TN
US,47,Female,65+,615539,0.0024251463555982427,TN
US,47,Male,18-24,312786,0.0012323375577861873,TN
US,47,Male,25-34,453137,0.0017853028713643178,TN
US,47,Male,35-44,416426,0.0016406661418307432,TN
US,47,Male,45-54,432058,0.001702254258636846,TN
US,47,Male,55-64,423740,0.0016694823832790438,TN
US,47,Male,65+,489258,0.0019276150749948987,TN
US,48,Female,18-24,1365595,0.005380272797455859,TX
US,48,Female,25-34,2057246,0.008105290874289139,TX
US,48,Female,35-44,1952386,0.007692155643462121,TX
US,48,Female,45-54,1793688,0.007066905454049704,TX
US,48,Female,55-64,1665956,0.00656365741567476,TX
US,48,Female,65+,1993719,0.007855002472527284,TX
US,48,Male,18-24,1459669,0.005750912542876619,TX
US,48,Male,25-34,2124714,0.008371106321108109,TX
US,48,Male,35-44,1958237,0.007715207848645879,TX
US,48,Male,45-54,1757311,0.006923584642569688,TX
US,48,Male,55-64,1567960,0.006177565482810708,TX
US,48,Male,65+,1605880,0.006326965520508214,TX
US,49,Female,18-24,174265,6.865822143817496e-4,UT
US,49,Female,25-34,227259,8.953719189635442e-4,UT
US,49,Female,35-44,214381,8.446342162876874e-4,UT
US,49,Female,45-54,158823,6.25742673713899e-4,UT
US,49,Female,55-64,153413,6.044279531457685e-4,UT
US,49,Female,65+,187229,7.376587462570258e-4,UT
US,49,Male,18-24,183107,7.214185839313633e-4,UT
US,49,Male,25-34,236085,9.301452505225682e-4,UT
US,49,Male,35-44,223572,8.808456020070382e-4,UT
US,49,Male,45-54,160208,6.311993997743169e-4,UT
US,49,Male,55-64,146864,5.786257156225362e-4,UT
US,49,Male,65+,164068,6.464073150040736e-4,UT
US,50,Female,18-24,31195,1.2290438227778773e-4,VA
US,50,Female,25-34,37611,1.4818261650424345e-4,VA
US,50,Female,35-44,35628,1.4036984554553682e-4,VA
US,50,Female,45-54,40614,1.6001405936304122e-4,VA
US,50,Female,55-64,49448,1.9481890991736008e-4,VA
US,50,Female,65+,67099,2.6436163316099625e-4,VA
US,50,Male,18-24,33753,1.3298258102331043e-4,VA
US,50,Male,25-34,37447,1.4753647710069937e-4,VA
US,50,Male,35-44,34485,1.3586656909278763e-4,VA
US,50,Male,45-54,40081,1.57914106301523e-4,VA
US,50,Male,55-64,46635,1.8373604319681458e-4,VA
US,50,Male,65+,56776,2.2369030960742669e-4,VA
US,51,Female,18-24,401190,0.0015806382152917344,VT
US,51,Female,25-34,574271,0.0022625556183698487,VT
US,51,Female,35-44,563761,0.0022211475383012626,VT
US,51,Female,45-54,567624,0.002236367273154255,VT
US,51,Female,55-64,575098,0.0022658138945084523,VT
US,51,Female,65+,733844,0.0028912531978926384,VT
US,51,Male,18-24,424848,0.0016738477641273781,VT
US,51,Male,25-34,595917,0.002347838139888842,VT
US,51,Male,35-44,550805,0.0021701025254212813,VT
US,51,Male,45-54,548071,0.002159330908779272,VT
US,51,Male,55-64,528235,0.002081179559945735,VT
US,51,Male,65+,584381,0.0023023877486736933,VT
US,53,Female,18-24,315698,0.0012438104720735063,WA
US,53,Female,25-34,557545,0.0021966572789571775,WA
US,53,Female,35-44,494397,0.0019478620895974168,WA
US,53,Female,45-54,461908,0.0018198595098306899,WA
US,53,Female,55-64,492112,0.0019388594765663303,WA
US,53,Female,65+,631632,0.00248855075450821,WA
US,53,Male,18-24,342891,0.0013509474769550541,WA
US,53,Male,25-34,595824,0.0023474717315685395,WA
US,53,Male,35-44,511931,0.0020169438475348663,WA
US,53,Male,45-54,469013,0.001847852317526913,WA
US,53,Male,55-64,468346,0.0018452244212942065,WA
US,53,Male,65+,532355,0.002097411842522574,WA
US,54,Female,18-24,77441,3.0510781432839106e-4,WI
US,54,Female,25-34,104667,4.1237483506553e-4,WI
US,54,Female,35-44,107925,4.252109458993505e-4,WI
US,54,Female,45-54,116199,4.578094667830311e-4,WI
US,54,Female,55-64,132848,5.234044358659896e-4,WI
US,54,Female,65+,196488,7.741380434363826e-4,WI
US,54,Male,18-24,84385,3.324663022443057e-4,WI
US,54,Male,25-34,104335,4.110667967607944e-4,WI
US,54,Male,35-44,110878,4.368453950375556e-4,WI
US,54,Male,45-54,116910,4.606107174898594e-4,WI
US,54,Male,55-64,125803,4.956480206344776e-4,WI
US,54,Male,65+,164728,6.490076321158973e-4,WI
US,55,Female,18-24,269185,0.001060555093554938,WV
US,55,Female,25-34,359433,0.001416120879475944,WV
US,55,Female,35-44,349173,0.0013756977680103213,WV
US,55,Female,45-54,368842,0.001453191157817079,WV
US,55,Female,55-64,418195,0.001647635779665313,WV
US,55,Female,65+,536561,0.0021139829542988317,WV
US,55,Male,18-24,280256,0.0011041734431685743,WV
US,55,Male,25-34,376332,0.001482700817161866,WV
US,55,Male,35-44,357503,0.0014085169218610656,WV
US,55,Male,45-54,369515,0.0014558426932962567,WV
US,55,Male,55-64,406546,0.0016017401826416248,WV
US,55,Male,65+,449922,0.001772636175130207,WV
US,56,Female,18-24,25617,1.0092776280846572e-4,WY
US,56,Female,25-34,35913,1.4149270975291522e-4,WY
US,56,Female,35-44,34572,1.3620933816661893e-4,WY
US,56,Female,45-54,33037,1.3016163094442293e-4,WY
US,56,Female,55-64,40330,1.5889513503007465e-4,WY
US,56,Female,65+,50497,1.98951838175395e-4,WY
US,56,Male,18-24,25888,1.0199546877407818e-4,WY
US,56,Male,25-34,41341,1.6287834806045912e-4,WY
US,56,Male,35-44,37833,1.4905726862367505e-4,WY
US,56,Male,45-54,34450,1.3572867348837274e-4,WY
US,56,Male,55-64,39103,1.540609091267297e-4,WY
US,56,Male,65+,46060,1.8147061540999847e-4,WY
